bn:00051760n	location#n#1
bn:01012270n	bn:01012270n
bn:01075405n	bn:01075405n
bn:01102051n	bn:01102051n
bn:01241980n	bn:01241980n
bn:01248954n	bn:01248954n
bn:01252770n	bn:01252770n
bn:01272796n	bn:01272796n
bn:01429249n	bn:01429249n
bn:01527184n	bn:01527184n
bn:01622000n	bn:01622000n
bn:01622664n	bn:01622664n
bn:01727035n	bn:01727035n
bn:01768186n	bn:01768186n
bn:01807702n	bn:01807702n
bn:01955538n	bn:01955538n
bn:02034269n	bn:02034269n
bn:02123715n	bn:02123715n
bn:02211404n	bn:02211404n
bn:02553849n	bn:02553849n
bn:02608206n	bn:02608206n
bn:02637498n	bn:02637498n
bn:02685211n	bn:02685211n
bn:02850611n	bn:02850611n
bn:02851678n	bn:02851678n
bn:02856452n	bn:02856452n
bn:02858435n	bn:02858435n
bn:02861371n	bn:02861371n
bn:02938566n	bn:02938566n
bn:03112476n	bn:03112476n
bn:03140514n	bn:03140514n
bn:03157920n	bn:03157920n
bn:03161312n	bn:03161312n
bn:03163727n	bn:03163727n
bn:03234306n	bn:03234306n
bn:03248831n	bn:03248831n
bn:03286181n	bn:03286181n
bn:03291194n	bn:03291194n
bn:03310090n	bn:03310090n
bn:03310115n	bn:03310115n
bn:03310174n	bn:03310174n
bn:03494598n	bn:03494598n
bn:03505978n	bn:03505978n
bn:03523891n	bn:03523891n
bn:03530856n	bn:03530856n
bn:03570159n	bn:03570159n
bn:03604304n	bn:03604304n
bn:03642066n	bn:03642066n
bn:03655072n	bn:03655072n
bn:03666170n	bn:03666170n
bn:03676267n	bn:03676267n
bn:03764550n	bn:03764550n
bn:03800621n	bn:03800621n
bn:03840002n	bn:03840002n
bn:03856130n	bn:03856130n
bn:03859748n	bn:03859748n
bn:03870098n	bn:03870098n
bn:03871842n	bn:03871842n
bn:13010464n	bn:13010464n
bn:13839568n	bn:13839568n
bn:17221013n	bn:17221013n
bn:17424828n	bn:17424828n
bn:17449258n	bn:17449258n
bn:18157140n	bn:18157140n
bn:21705797n	bn:21705797n
bn:00015625n	bn:00015625n
bn:00016101n	bn:00016101n
bn:00849479n	bn:00849479n
bn:01235201n	bn:01235201n
bn:02830806n	bn:02830806n
bn:12746246n	bn:12746246n
bn:18037329n	bn:18037329n
bn:00706662n	bn:00706662n
bn:02291475n	bn:02291475n
bn:03564178n	bn:03564178n
bn:05924862n	bn:05924862n
bn:12846898n	bn:12846898n
bn:12848078n	bn:12848078n
bn:16195902n	bn:16195902n
bn:03754948n	bn:03754948n
bn:18061223n	bn:18061223n
bn:00011999n	bn:00011999n
bn:00035617n	bn:00035617n
bn:00048867n	bn:00048867n
bn:00067043n	bn:00067043n
bn:00067050n	bn:00067050n
bn:00079725n	bn:00079725n
bn:00458875n	bn:00458875n
bn:00684206n	bn:00684206n
bn:01195203n	bn:01195203n
bn:03159549n	bn:03159549n
bn:03217570n	bn:03217570n
bn:03310180n	bn:03310180n
bn:03692997n	bn:03692997n
bn:04108070n	bn:04108070n
bn:09215363n	bn:09215363n
bn:00062878n	bn:00062878n
bn:00070300n	bn:00070300n
bn:00505237n	bn:00505237n
bn:01036253n	bn:01036253n
bn:03513646n	bn:03513646n
bn:03682837n	bn:03682837n
bn:08489017n	bn:08489017n
bn:08532205n	bn:08532205n
bn:08535597n	bn:08535597n
bn:18069011n	bn:18069011n
bn:00017441n	bn:00017441n
bn:00036520n	bn:00036520n
bn:00981613n	bn:00981613n
bn:01363616n	bn:01363616n
bn:02589562n	bn:02589562n
bn:02745412n	bn:02745412n
bn:03254199n	bn:03254199n
bn:14075093n	bn:14075093n
bn:14221019n	bn:14221019n
bn:03319769n	bn:03319769n
bn:03762582n	bn:03762582n
bn:00024145n	bn:00024145n
bn:00043912n	bn:00043912n
bn:00832505n	bn:00832505n
bn:03774118n	bn:03774118n
bn:14620138n	bn:14620138n
bn:00071519n	bn:00071519n
bn:03405281n	bn:03405281n
bn:09189304n	bn:09189304n
bn:00759053n	bn:00759053n
bn:00767594n	bn:00767594n
bn:01146903n	bn:01146903n
bn:01772353n	bn:01772353n
bn:03579913n	bn:03579913n
bn:03927485n	bn:03927485n
bn:04082365n	bn:04082365n
bn:06760711n	bn:06760711n
bn:10490701n	bn:10490701n
bn:18156971n	bn:18156971n
bn:00076093n	bn:00076093n
bn:12483126n	bn:12483126n
bn:16786228n	bn:16786228n
bn:06991287n	bn:06991287n
bn:17018386n	bn:17018386n
bn:03842555n	bn:03842555n
bn:08730400n	bn:08730400n
bn:14905858n	bn:14905858n
bn:00031584n	bn:00031584n
bn:00069055n	bn:00069055n
bn:00126231n	bn:00126231n
bn:00645104n	bn:00645104n
bn:01579051n	bn:01579051n
bn:01985724n	bn:01985724n
bn:02455587n	bn:02455587n
bn:03301728n	bn:03301728n
bn:03335763n	bn:03335763n
bn:03539577n	bn:03539577n
bn:03791299n	bn:03791299n
bn:04750140n	bn:04750140n
bn:04787367n	bn:04787367n
bn:04791128n	bn:04791128n
bn:04829674n	bn:04829674n
bn:07008317n	bn:07008317n
bn:13917587n	bn:13917587n
bn:17041644n	bn:17041644n
bn:00005391n	bn:00005391n
bn:00036026n	bn:00036026n
bn:00565199n	bn:00565199n
bn:00013326n	bn:00013326n
bn:00033994n	bn:00033994n
bn:01869387n	bn:01869387n
bn:16685763n	bn:16685763n
bn:00005053n	bn:00005053n
bn:00022661n	bn:00022661n
bn:00023400n	bn:00023400n
bn:00057863n	bn:00057863n
bn:03419526n	bn:03419526n
bn:03960352n	bn:03960352n
bn:05140551n	bn:05140551n
bn:05165643n	bn:05165643n
bn:05315128n	bn:05315128n
bn:05580186n	bn:05580186n
bn:13882498n	bn:13882498n
bn:17277387n	bn:17277387n
bn:00037744n	bn:00037744n
bn:05050376n	bn:05050376n
bn:03628951n	bn:03628951n
bn:07031469n	bn:07031469n
bn:09258444n	bn:09258444n
bn:00042808n	bn:00042808n
bn:00045245n	bn:00045245n
bn:00202923n	bn:00202923n
bn:00767322n	bn:00767322n
bn:02556741n	bn:02556741n
bn:02597234n	bn:02597234n
bn:03219073n	bn:03219073n
bn:03240552n	bn:03240552n
bn:03279124n	bn:03279124n
bn:09305201n	bn:09305201n
bn:16800118n	bn:16800118n
bn:16876519n	bn:16876519n
bn:00558688n	bn:00558688n
bn:00582643n	bn:00582643n
bn:00796852n	bn:00796852n
bn:02222022n	bn:02222022n
bn:09059531n	bn:09059531n
bn:09062567n	bn:09062567n
bn:15927981n	bn:15927981n
bn:00008939n	bn:00008939n
bn:00051209n	bn:00051209n
bn:00559356n	bn:00559356n
bn:00564042n	bn:00564042n
bn:00811684n	bn:00811684n
bn:00876583n	bn:00876583n
bn:00921909n	bn:00921909n
bn:00948404n	bn:00948404n
bn:01113476n	bn:01113476n
bn:01141033n	bn:01141033n
bn:01863459n	bn:01863459n
bn:01926418n	bn:01926418n
bn:02779214n	bn:02779214n
bn:03143774n	bn:03143774n
bn:07808557n	bn:07808557n
bn:07808896n	bn:07808896n
bn:07816063n	bn:07816063n
bn:07893261n	bn:07893261n
bn:07944605n	bn:07944605n
bn:07954632n	bn:07954632n
bn:08171389n	bn:08171389n
bn:08173711n	bn:08173711n
bn:09808947n	bn:09808947n
bn:13812705n	bn:13812705n
bn:14800764n	bn:14800764n
bn:16611666n	bn:16611666n
bn:02261236n	bn:02261236n
bn:00003418n	bn:00003418n
bn:00003500n	bn:00003500n
bn:00010599n	bn:00010599n
bn:00024302n	bn:00024302n
bn:00030581n	bn:00030581n
bn:00039302n	bn:00039302n
bn:00073547n	bn:00073547n
bn:01014494n	bn:01014494n
bn:01186968n	bn:01186968n
bn:02151637n	bn:02151637n
bn:02790433n	bn:02790433n
bn:03106490n	bn:03106490n
bn:03230038n	bn:03230038n
bn:03446347n	bn:03446347n
bn:03860738n	bn:03860738n
bn:04091016n	bn:04091016n
bn:07153704n	bn:07153704n
bn:07171613n	bn:07171613n
bn:00664939n	bn:00664939n
bn:00819875n	bn:00819875n
bn:02272709n	bn:02272709n
bn:03148248n	bn:03148248n
bn:03188403n	bn:03188403n
bn:03434202n	bn:03434202n
bn:03559061n	bn:03559061n
bn:03559091n	bn:03559091n
bn:03613622n	bn:03613622n
bn:03751111n	bn:03751111n
bn:03802431n	bn:03802431n
bn:09115007n	bn:09115007n
bn:09118793n	bn:09118793n
bn:09125854n	bn:09125854n
bn:09133630n	bn:09133630n
bn:09139386n	bn:09139386n
bn:09141421n	bn:09141421n
bn:09168761n	bn:09168761n
bn:09170531n	bn:09170531n
bn:09170607n	bn:09170607n
bn:09171988n	bn:09171988n
bn:15677774n	bn:15677774n
bn:15813003n	bn:15813003n
bn:03972943n	bn:03972943n
bn:00019010n	bn:00019010n
bn:00052656n	bn:00052656n
bn:00059923n	bn:00059923n
bn:00072790n	bn:00072790n
bn:01098549n	bn:01098549n
bn:01290318n	bn:01290318n
bn:02122089n	bn:02122089n
bn:04051177n	bn:04051177n
bn:06814548n	bn:06814548n
bn:06865507n	bn:06865507n
bn:10879613n	bn:10879613n
bn:00035596n	bn:00035596n
bn:00076532n	bn:00076532n
bn:00081007n	bn:00081007n
bn:00174961n	bn:00174961n
bn:00614477n	bn:00614477n
bn:01416472n	bn:01416472n
bn:01721082n	bn:01721082n
bn:02546313n	bn:02546313n
bn:02739773n	bn:02739773n
bn:03156892n	bn:03156892n
bn:03219139n	bn:03219139n
bn:03388930n	bn:03388930n
bn:03392824n	bn:03392824n
bn:03599506n	bn:03599506n
bn:03604392n	bn:03604392n
bn:04212656n	bn:04212656n
bn:04233499n	bn:04233499n
bn:05357291n	bn:05357291n
bn:05898595n	bn:05898595n
bn:05944869n	bn:05944869n
bn:05965534n	bn:05965534n
bn:05968274n	bn:05968274n
bn:06153941n	bn:06153941n
bn:06171960n	bn:06171960n
bn:06176147n	bn:06176147n
bn:11031662n	bn:11031662n
bn:14679734n	bn:14679734n
bn:16169558n	bn:16169558n
bn:04627440n	bn:04627440n
bn:04628141n	bn:04628141n
bn:00078809n	bn:00078809n
bn:03665970n	bn:03665970n
bn:05079741n	bn:05079741n
bn:11281577n	bn:11281577n
bn:15346463n	bn:15346463n
bn:16291479n	bn:16291479n
bn:00072957n	bn:00072957n
bn:00643383n	bn:00643383n
bn:02106282n	bn:02106282n
bn:03901418n	bn:03901418n
bn:05116322n	bn:05116322n
bn:05121743n	bn:05121743n
bn:16204557n	bn:16204557n
bn:00054774n	bn:00054774n
bn:03878828n	bn:03878828n
bn:08311493n	bn:08311493n
bn:08436761n	bn:08436761n
bn:14605287n	bn:14605287n
bn:00024930n	bn:00024930n
bn:01067859n	bn:01067859n
bn:02379671n	bn:02379671n
bn:00017191n	bn:00017191n
bn:00053355n	bn:00053355n
bn:02562426n	bn:02562426n
bn:19775132n	bn:19775132n
bn:01741284n	bn:01741284n
bn:00020312n	bn:00020312n
bn:00057491n	bn:00057491n
bn:05849759n	bn:05849759n
bn:15475373n	bn:15475373n
bn:19827203n	bn:19827203n
bn:03882709n	bn:03882709n
bn:14686798n	bn:14686798n
bn:16438568n	bn:16438568n
bn:00012026n	bn:00012026n
bn:00070894n	bn:00070894n
bn:03529952n	bn:03529952n
bn:13102172n	bn:13102172n
bn:13935205n	bn:13935205n
bn:17097721n	bn:17097721n
bn:20141739n	bn:20141739n
bn:00021561n	bn:00021561n
bn:13267066n	bn:13267066n
bn:13272942n	bn:13272942n
bn:03679598n	bn:03679598n
bn:00233301n	bn:00233301n
bn:03487394n	bn:03487394n
bn:00046973n	bn:00046973n
bn:00089794v	bn:00089794v
bn:00105214a	bn:00105214a
bn:00604339n	bn:00604339n
bn:00005088n	bn:00005088n
bn:00107058a	bn:00107058a
bn:00077585n	bn:00077585n
bn:00000272n	bn:00000272n
bn:00002346n	bn:00002346n
bn:00003152n	bn:00003152n
bn:00003691n	bn:00003691n
bn:00006367n	bn:00006367n
bn:00007586n	bn:00007586n
bn:00007712n	bn:00007712n
bn:00008102n	bn:00008102n
bn:00009891n	bn:00009891n
bn:00010217n	bn:00010217n
bn:00010293n	bn:00010293n
bn:00015542n	bn:00015542n
bn:00015859n	bn:00015859n
bn:00016521n	bn:00016521n
bn:00016983n	bn:00016983n
bn:00017179n	bn:00017179n
bn:00018982n	bn:00018982n
bn:00021564n	bn:00021564n
bn:00021787n	bn:00021787n
bn:00024398n	bn:00024398n
bn:00027461n	bn:00027461n
bn:00028005n	bn:00028005n
bn:00028623n	bn:00028623n
bn:00029463n	bn:00029463n
bn:00029955n	bn:00029955n
bn:00031753n	bn:00031753n
bn:00038752n	bn:00038752n
bn:00040857n	bn:00040857n
bn:00042757n	bn:00042757n
bn:00042889n	bn:00042889n
bn:00044202n	bn:00044202n
bn:00044581n	bn:00044581n
bn:00046559n	bn:00046559n
bn:00048042n	bn:00048042n
bn:00048047n	bn:00048047n
bn:00049956n	bn:00049956n
bn:00052388n	bn:00052388n
bn:00053090n	bn:00053090n
bn:00054425n	bn:00054425n
bn:00055709n	bn:00055709n
bn:00062651n	bn:00062651n
bn:00066747n	bn:00066747n
bn:00067799n	bn:00067799n
bn:00070892n	bn:00070892n
bn:00071806n	bn:00071806n
bn:00071861n	bn:00071861n
bn:00072381n	bn:00072381n
bn:00072963n	bn:00072963n
bn:00072980n	bn:00072980n
bn:00074289n	bn:00074289n
bn:00074690n	bn:00074690n
bn:00075146n	bn:00075146n
bn:00075504n	bn:00075504n
bn:00075811n	bn:00075811n
bn:00075987n	bn:00075987n
bn:00076538n	bn:00076538n
bn:00077694n	bn:00077694n
bn:00078637n	bn:00078637n
bn:00079264n	bn:00079264n
bn:00079287n	bn:00079287n
bn:00118911n	bn:00118911n
bn:00139914n	bn:00139914n
bn:00142034n	bn:00142034n
bn:00149396n	bn:00149396n
bn:00153604n	bn:00153604n
bn:00175516n	bn:00175516n
bn:00179176n	bn:00179176n
bn:00181028n	bn:00181028n
bn:00181070n	bn:00181070n
bn:00207640n	bn:00207640n
bn:00215149n	bn:00215149n
bn:00264404n	bn:00264404n
bn:00300617n	bn:00300617n
bn:00337018n	bn:00337018n
bn:00457084n	bn:00457084n
bn:00486039n	bn:00486039n
bn:00666780n	bn:00666780n
bn:00717773n	bn:00717773n
bn:00721419n	bn:00721419n
bn:00770226n	bn:00770226n
bn:00792587n	bn:00792587n
bn:00899290n	bn:00899290n
bn:00903071n	bn:00903071n
bn:00913235n	bn:00913235n
bn:00964364n	bn:00964364n
bn:00972052n	bn:00972052n
bn:01030886n	bn:01030886n
bn:01031384n	bn:01031384n
bn:01044982n	bn:01044982n
bn:01057943n	bn:01057943n
bn:01061849n	bn:01061849n
bn:01062850n	bn:01062850n
bn:01066933n	bn:01066933n
bn:01180463n	bn:01180463n
bn:01217263n	bn:01217263n
bn:01239170n	bn:01239170n
bn:01321536n	bn:01321536n
bn:01429775n	bn:01429775n
bn:01464555n	bn:01464555n
bn:01502035n	bn:01502035n
bn:01511912n	bn:01511912n
bn:01566444n	bn:01566444n
bn:01571799n	bn:01571799n
bn:01574517n	bn:01574517n
bn:01649121n	bn:01649121n
bn:01745307n	bn:01745307n
bn:01756037n	bn:01756037n
bn:01759947n	bn:01759947n
bn:01769966n	bn:01769966n
bn:01770183n	bn:01770183n
bn:01770323n	bn:01770323n
bn:01770837n	bn:01770837n
bn:01771090n	bn:01771090n
bn:01771638n	bn:01771638n
bn:01771764n	bn:01771764n
bn:01771825n	bn:01771825n
bn:01771969n	bn:01771969n
bn:01789901n	bn:01789901n
bn:01790877n	bn:01790877n
bn:01800762n	bn:01800762n
bn:01802536n	bn:01802536n
bn:01802623n	bn:01802623n
bn:01802677n	bn:01802677n
bn:01806584n	bn:01806584n
bn:01808138n	bn:01808138n
bn:01808165n	bn:01808165n
bn:01808187n	bn:01808187n
bn:01808248n	bn:01808248n
bn:01808372n	bn:01808372n
bn:01808427n	bn:01808427n
bn:01808474n	bn:01808474n
bn:01808593n	bn:01808593n
bn:01808649n	bn:01808649n
bn:01808743n	bn:01808743n
bn:01811051n	bn:01811051n
bn:01813357n	bn:01813357n
bn:01815828n	bn:01815828n
bn:01816010n	bn:01816010n
bn:01816245n	bn:01816245n
bn:01816400n	bn:01816400n
bn:01816486n	bn:01816486n
bn:01816645n	bn:01816645n
bn:01823090n	bn:01823090n
bn:01823370n	bn:01823370n
bn:01823445n	bn:01823445n
bn:01823519n	bn:01823519n
bn:01825893n	bn:01825893n
bn:01828186n	bn:01828186n
bn:01829523n	bn:01829523n
bn:01829623n	bn:01829623n
bn:01884817n	bn:01884817n
bn:01903425n	bn:01903425n
bn:02013697n	bn:02013697n
bn:02068993n	bn:02068993n
bn:02246087n	bn:02246087n
bn:02274778n	bn:02274778n
bn:02288454n	bn:02288454n
bn:02355184n	bn:02355184n
bn:02410958n	bn:02410958n
bn:02415590n	bn:02415590n
bn:02415624n	bn:02415624n
bn:02432894n	bn:02432894n
bn:02441438n	bn:02441438n
bn:02441996n	bn:02441996n
bn:02445638n	bn:02445638n
bn:02448406n	bn:02448406n
bn:02448414n	bn:02448414n
bn:02448419n	bn:02448419n
bn:02448424n	bn:02448424n
bn:02448428n	bn:02448428n
bn:02448433n	bn:02448433n
bn:02486480n	bn:02486480n
bn:02486489n	bn:02486489n
bn:02492529n	bn:02492529n
bn:02508540n	bn:02508540n
bn:02512530n	bn:02512530n
bn:02512587n	bn:02512587n
bn:02519950n	bn:02519950n
bn:02532019n	bn:02532019n
bn:02543256n	bn:02543256n
bn:02543450n	bn:02543450n
bn:02549617n	bn:02549617n
bn:02549628n	bn:02549628n
bn:02551202n	bn:02551202n
bn:02561039n	bn:02561039n
bn:02628855n	bn:02628855n
bn:02684626n	bn:02684626n
bn:02695456n	bn:02695456n
bn:02695479n	bn:02695479n
bn:02695482n	bn:02695482n
bn:02750756n	bn:02750756n
bn:02762863n	bn:02762863n
bn:02924577n	bn:02924577n
bn:02924674n	bn:02924674n
bn:03007410n	bn:03007410n
bn:03028746n	bn:03028746n
bn:03080970n	bn:03080970n
bn:03081805n	bn:03081805n
bn:03083744n	bn:03083744n
bn:03083746n	bn:03083746n
bn:03083748n	bn:03083748n
bn:03085041n	bn:03085041n
bn:03085044n	bn:03085044n
bn:03086006n	bn:03086006n
bn:03094842n	bn:03094842n
bn:03100982n	bn:03100982n
bn:03103082n	bn:03103082n
bn:03107783n	bn:03107783n
bn:03113347n	bn:03113347n
bn:03132058n	bn:03132058n
bn:03143575n	bn:03143575n
bn:03146673n	bn:03146673n
bn:03146676n	bn:03146676n
bn:03146679n	bn:03146679n
bn:03146682n	bn:03146682n
bn:03146684n	bn:03146684n
bn:03146686n	bn:03146686n
bn:03148240n	bn:03148240n
bn:03148244n	bn:03148244n
bn:03152445n	bn:03152445n
bn:03153809n	bn:03153809n
bn:03153811n	bn:03153811n
bn:03153813n	bn:03153813n
bn:03160654n	bn:03160654n
bn:03160658n	bn:03160658n
bn:03162690n	bn:03162690n
bn:03164313n	bn:03164313n
bn:03167399n	bn:03167399n
bn:03167404n	bn:03167404n
bn:03167407n	bn:03167407n
bn:03167408n	bn:03167408n
bn:03168910n	bn:03168910n
bn:03170075n	bn:03170075n
bn:03172262n	bn:03172262n
bn:03172487n	bn:03172487n
bn:03192026n	bn:03192026n
bn:03192645n	bn:03192645n
bn:03194777n	bn:03194777n
bn:03196252n	bn:03196252n
bn:03196290n	bn:03196290n
bn:03196304n	bn:03196304n
bn:03196320n	bn:03196320n
bn:03196345n	bn:03196345n
bn:03201985n	bn:03201985n
bn:03218449n	bn:03218449n
bn:03258053n	bn:03258053n
bn:03269942n	bn:03269942n
bn:03292323n	bn:03292323n
bn:03295479n	bn:03295479n
bn:03310497n	bn:03310497n
bn:03328177n	bn:03328177n
bn:03359086n	bn:03359086n
bn:03361595n	bn:03361595n
bn:03366518n	bn:03366518n
bn:03366531n	bn:03366531n
bn:03366666n	bn:03366666n
bn:03366695n	bn:03366695n
bn:03366719n	bn:03366719n
bn:03373770n	bn:03373770n
bn:03374091n	bn:03374091n
bn:03390432n	bn:03390432n
bn:03393896n	bn:03393896n
bn:03401064n	bn:03401064n
bn:03404410n	bn:03404410n
bn:03440432n	bn:03440432n
bn:03444074n	bn:03444074n
bn:03464733n	bn:03464733n
bn:03468290n	bn:03468290n
bn:03504265n	bn:03504265n
bn:03543771n	bn:03543771n
bn:03564504n	bn:03564504n
bn:03567399n	bn:03567399n
bn:03597137n	bn:03597137n
bn:03608770n	bn:03608770n
bn:03621953n	bn:03621953n
bn:03656365n	bn:03656365n
bn:03771479n	bn:03771479n
bn:03791713n	bn:03791713n
bn:03814366n	bn:03814366n
bn:03820219n	bn:03820219n
bn:03825271n	bn:03825271n
bn:03825413n	bn:03825413n
bn:03851942n	bn:03851942n
bn:03871378n	bn:03871378n
bn:03884889n	bn:03884889n
bn:03884938n	bn:03884938n
bn:03884959n	bn:03884959n
bn:03884980n	bn:03884980n
bn:03885061n	bn:03885061n
bn:03885121n	bn:03885121n
bn:03885190n	bn:03885190n
bn:03885228n	bn:03885228n
bn:03885239n	bn:03885239n
bn:03885258n	bn:03885258n
bn:03885304n	bn:03885304n
bn:03886613n	bn:03886613n
bn:03886711n	bn:03886711n
bn:03886762n	bn:03886762n
bn:03887083n	bn:03887083n
bn:03887183n	bn:03887183n
bn:03887272n	bn:03887272n
bn:03887340n	bn:03887340n
bn:03887355n	bn:03887355n
bn:03887382n	bn:03887382n
bn:03887419n	bn:03887419n
bn:03887567n	bn:03887567n
bn:03887828n	bn:03887828n
bn:03887857n	bn:03887857n
bn:03887888n	bn:03887888n
bn:03887914n	bn:03887914n
bn:03887969n	bn:03887969n
bn:03888003n	bn:03888003n
bn:03888050n	bn:03888050n
bn:03888084n	bn:03888084n
bn:03888123n	bn:03888123n
bn:03888165n	bn:03888165n
bn:07104349n	bn:07104349n
bn:09961053n	bn:09961053n
bn:13925712n	bn:13925712n
bn:14392587n	bn:14392587n
bn:14574714n	bn:14574714n
bn:15761742n	bn:15761742n
bn:16044809n	bn:16044809n
bn:16752786n	bn:16752786n
bn:16868484n	bn:16868484n
bn:17381196n	bn:17381196n
bn:17412427n	bn:17412427n
bn:17595019n	bn:17595019n
bn:17661751n	bn:17661751n
bn:21109062n	bn:21109062n
bn:15358232n	bn:15358232n
bn:00004780n	bn:00004780n
bn:03609755n	bn:03609755n
bn:00058390n	bn:00058390n
bn:00602214n	bn:00602214n
bn:00020670n	bn:00020670n
bn:00040878n	bn:00040878n
bn:00051054n	bn:00051054n
bn:00052468n	bn:00052468n
bn:01416767n	bn:01416767n
bn:00345719n	bn:00345719n
bn:01096069n	bn:01096069n
bn:02091210n	bn:02091210n
bn:03182333n	bn:03182333n
bn:12827159n	bn:12827159n
bn:12836256n	bn:12836256n
bn:00003236n	bn:00003236n
bn:00008254n	bn:00008254n
bn:00039147n	bn:00039147n
bn:02653331n	bn:02653331n
bn:02768806n	bn:02768806n
bn:02867744n	bn:02867744n
bn:02869790n	bn:02869790n
bn:03091651n	bn:03091651n
bn:03174347n	bn:03174347n
bn:03405070n	bn:03405070n
bn:14583197n	bn:14583197n
bn:15383199n	bn:15383199n
bn:00004068n	bn:00004068n
bn:00006212n	bn:00006212n
bn:00009706n	bn:00009706n
bn:00024304n	bn:00024304n
bn:00052341n	bn:00052341n
bn:00926250n	bn:00926250n
bn:01061296n	bn:01061296n
bn:01242224n	bn:01242224n
bn:01793332n	bn:01793332n
bn:02834607n	bn:02834607n
bn:03931857n	bn:03931857n
bn:08548731n	bn:08548731n
bn:14894574n	bn:14894574n
bn:15570793n	bn:15570793n
bn:03628087n	bn:03628087n
bn:04581112n	bn:04581112n
bn:00005865n	bn:00005865n
bn:00030266n	bn:00030266n
bn:00047012n	bn:00047012n
bn:00052883n	bn:00052883n
bn:00055200n	bn:00055200n
bn:00057720n	bn:00057720n
bn:00766609n	bn:00766609n
bn:00899362n	bn:00899362n
bn:01095866n	bn:01095866n
bn:02259629n	bn:02259629n
bn:03144372n	bn:03144372n
bn:03201634n	bn:03201634n
bn:03309769n	bn:03309769n
bn:04068156n	bn:04068156n
bn:04068564n	bn:04068564n
bn:07086483n	bn:07086483n
bn:07086533n	bn:07086533n
bn:07087540n	bn:07087540n
bn:00030242n	bn:00030242n
bn:00057257n	bn:00057257n
bn:03213445n	bn:03213445n
bn:03429159n	bn:03429159n
bn:03461648n	bn:03461648n
bn:03772754n	bn:03772754n
bn:14006981n	bn:14006981n
bn:15182937n	bn:15182937n
bn:00049171n	bn:00049171n
bn:00058534n	bn:00058534n
bn:00070944n	bn:00070944n
bn:00346538n	bn:00346538n
bn:01649994n	bn:01649994n
bn:02853346n	bn:02853346n
bn:03223955n	bn:03223955n
bn:03262341n	bn:03262341n
bn:03271059n	bn:03271059n
bn:03274209n	bn:03274209n
bn:03340016n	bn:03340016n
bn:03441619n	bn:03441619n
bn:03657385n	bn:03657385n
bn:04526779n	bn:04526779n
bn:04623367n	bn:04623367n
bn:09177948n	bn:09177948n
bn:09178159n	bn:09178159n
bn:09185315n	bn:09185315n
bn:09197942n	bn:09197942n
bn:09208488n	bn:09208488n
bn:15390566n	bn:15390566n
bn:16585371n	bn:16585371n
bn:17204097n	bn:17204097n
bn:17871996n	bn:17871996n
bn:00067280n	bn:00067280n
bn:02291638n	bn:02291638n
bn:03603509n	bn:03603509n
bn:04050951n	bn:04050951n
bn:10200508n	bn:10200508n
bn:00022536n	bn:00022536n
bn:00032406n	bn:00032406n
bn:00220968n	bn:00220968n
bn:02352050n	bn:02352050n
bn:03084878n	bn:03084878n
bn:08731111n	bn:08731111n
bn:08774037n	bn:08774037n
bn:00008093n	bn:00008093n
bn:00028357n	bn:00028357n
bn:00050062n	bn:00050062n
bn:00051440n	bn:00051440n
bn:00080079n	bn:00080079n
bn:00127493n	bn:00127493n
bn:00205416n	bn:00205416n
bn:00303389n	bn:00303389n
bn:00583414n	bn:00583414n
bn:00750650n	bn:00750650n
bn:00795900n	bn:00795900n
bn:00894995n	bn:00894995n
bn:01240031n	bn:01240031n
bn:01422369n	bn:01422369n
bn:01431889n	bn:01431889n
bn:01783840n	bn:01783840n
bn:02009057n	bn:02009057n
bn:02659351n	bn:02659351n
bn:02812810n	bn:02812810n
bn:02904140n	bn:02904140n
bn:03463758n	bn:03463758n
bn:03762517n	bn:03762517n
bn:03771883n	bn:03771883n
bn:04012583n	bn:04012583n
bn:04048863n	bn:04048863n
bn:04697770n	bn:04697770n
bn:04729130n	bn:04729130n
bn:04752574n	bn:04752574n
bn:04810435n	bn:04810435n
bn:04844965n	bn:04844965n
bn:04853449n	bn:04853449n
bn:14422147n	bn:14422147n
bn:14970922n	bn:14970922n
bn:15725583n	bn:15725583n
bn:17306106n	bn:17306106n
bn:17381135n	bn:17381135n
bn:21706136n	bn:21706136n
bn:00059458n	bn:00059458n
bn:00062630n	bn:00062630n
bn:02446121n	bn:02446121n
bn:03935197n	bn:03935197n
bn:04662354n	bn:04662354n
bn:04678550n	bn:04678550n
bn:04679210n	bn:04679210n
bn:14665884n	bn:14665884n
bn:00027080n	bn:00027080n
bn:00056450n	bn:00056450n
bn:00067333n	bn:00067333n
bn:00304717n	bn:00304717n
bn:00920886n	bn:00920886n
bn:00994479n	bn:00994479n
bn:00998968n	bn:00998968n
bn:02293669n	bn:02293669n
bn:03828150n	bn:03828150n
bn:04126794n	bn:04126794n
bn:05174444n	bn:05174444n
bn:05325147n	bn:05325147n
bn:05381143n	bn:05381143n
bn:05391624n	bn:05391624n
bn:05410869n	bn:05410869n
bn:05577807n	bn:05577807n
bn:05584416n	bn:05584416n
bn:05584639n	bn:05584639n
bn:13985310n	bn:13985310n
bn:15183784n	bn:15183784n
bn:15267390n	bn:15267390n
bn:15391397n	bn:15391397n
bn:15442250n	bn:15442250n
bn:00432640n	bn:00432640n
bn:02589272n	bn:02589272n
bn:00023914n	bn:00023914n
